sample,value,step,direction,file,Step
Gh_KS_193.1_d_79,34365,reads.in.rev,Rev,Both,Reads.in
Gh_KS_193.1_d_79,34365,filtered.rev,Rev,Both,Filtered
Gh_KS_193.2_d_81,86824,reads.in.rev,Rev,Both,Reads.in
Gh_KS_193.2_d_81,86824,filtered.rev,Rev,Both,Filtered
Gh_KS_197.1_s_57,59689,reads.in.rev,Rev,Both,Reads.in
Gh_KS_197.1_s_57,59689,filtered.rev,Rev,Both,Filtered
Gh_KS_200.5_s_58,60434,reads.in.rev,Rev,Both,Reads.in
Gh_KS_200.5_s_58,60434,filtered.rev,Rev,Both,Filtered
Gh_OK_293_d_01,76182,reads.in.rev,Rev,Both,Reads.in
Gh_OK_293_d_01,76182,filtered.rev,Rev,Both,Filtered
Gh_SM_AGT07-22.10_s_28,53805,reads.in.rev,Rev,Both,Reads.in
Gh_SM_AGT07-22.10_s_28,53805,filtered.rev,Rev,Both,Filtered
Gh_SM_AGT07-22.2_s_56,68401,reads.in.rev,Rev,Both,Reads.in
Gh_SM_AGT07-22.2_s_56,68401,filtered.rev,Rev,Both,Filtered
Gh_SM_AGT07-22.3_s_27,47483,reads.in.rev,Rev,Both,Reads.in
Gh_SM_AGT07-22.3_s_27,47483,filtered.rev,Rev,Both,Filtered
Gh_SM_ROV12-11.2_d_29,27337,reads.in.rev,Rev,Both,Reads.in
Gh_SM_ROV12-11.2_d_29,27337,filtered.rev,Rev,Both,Filtered
Gh_SM_ROV19-11_d_30,45423,reads.in.rev,Rev,Both,Reads.in
Gh_SM_ROV19-11_d_30,45423,filtered.rev,Rev,Both,Filtered
Gh_Sva_100_d_82,64706,reads.in.rev,Rev,Both,Reads.in
Gh_Sva_100_d_82,64706,filtered.rev,Rev,Both,Filtered
Gh_Sva_101_d_84,80344,reads.in.rev,Rev,Both,Reads.in
Gh_Sva_101_d_84,80344,filtered.rev,Rev,Both,Filtered
Gh_Sva_62_s_31,26752,reads.in.rev,Rev,Both,Reads.in
Gh_Sva_62_s_31,26752,filtered.rev,Rev,Both,Filtered
Gh_Vst_011TVG-004B_d_92,36200,reads.in.rev,Rev,Both,Reads.in
Gh_Vst_011TVG-004B_d_92,36200,filtered.rev,Rev,Both,Filtered
Gh_Vst_019TVG-003B_d_90,83978,reads.in.rev,Rev,Both,Reads.in
Gh_Vst_019TVG-003B_d_90,83978,filtered.rev,Rev,Both,Filtered
Gh_Vst_019TVG-010B_d_91,33923,reads.in.rev,Rev,Both,Reads.in
Gh_Vst_019TVG-010B_d_91,33923,filtered.rev,Rev,Both,Filtered
Gh_Vst_045TVG-005B_i_61,95391,reads.in.rev,Rev,Both,Reads.in
Gh_Vst_045TVG-005B_i_61,95391,filtered.rev,Rev,Both,Filtered
Gh_Vst_045TVG-011B_i_62,108251,reads.in.rev,Rev,Both,Reads.in
Gh_Vst_045TVG-011B_i_62,108251,filtered.rev,Rev,Both,Filtered
Gh_Vst_045TVG-012B_i_64,74511,reads.in.rev,Rev,Both,Reads.in
Gh_Vst_045TVG-012B_i_64,74511,filtered.rev,Rev,Both,Filtered
Gh_Vst_080TVG-009B_s_17,89273,reads.in.rev,Rev,Both,Reads.in
Gh_Vst_080TVG-009B_s_17,89273,filtered.rev,Rev,Both,Filtered
Gh_Vst_080TVG-010B_s_18,138580,reads.in.rev,Rev,Both,Reads.in
Gh_Vst_080TVG-010B_s_18,138580,filtered.rev,Rev,Both,Filtered
Gh_Vst_080TVG-013B_s_19,120831,reads.in.rev,Rev,Both,Reads.in
Gh_Vst_080TVG-013B_s_19,120831,filtered.rev,Rev,Both,Filtered
Pv_FS_MPA_01601_s_52,38825,reads.in.rev,Rev,Both,Reads.in
Pv_FS_MPA_01601_s_52,38825,filtered.rev,Rev,Both,Filtered
Pv_FS_MPA_01602_s_26,66948,reads.in.rev,Rev,Both,Reads.in
Pv_FS_MPA_01602_s_26,66948,filtered.rev,Rev,Both,Filtered
Pv_FS_MPA_01603_s_53,26619,reads.in.rev,Rev,Both,Reads.in
Pv_FS_MPA_01603_s_53,26619,filtered.rev,Rev,Both,Filtered
Pv_NoS_11452_s_08,46917,reads.in.rev,Rev,Both,Reads.in
Pv_NoS_11452_s_08,46917,filtered.rev,Rev,Both,Filtered
Pv_NoS_11456_s_22,39725,reads.in.rev,Rev,Both,Reads.in
Pv_NoS_11456_s_22,39725,filtered.rev,Rev,Both,Filtered
Pv_NoS_Notag_s_09,66366,reads.in.rev,Rev,Both,Reads.in
Pv_NoS_Notag_s_09,66366,filtered.rev,Rev,Both,Filtered
Pv_NwK_ST5-38_s_29,42584,reads.in.rev,Rev,Both,Reads.in
Pv_NwK_ST5-38_s_29,42584,filtered.rev,Rev,Both,Filtered
Pv_NwK_ST5-39_s_30,49675,reads.in.rev,Rev,Both,Reads.in
Pv_NwK_ST5-39_s_30,49675,filtered.rev,Rev,Both,Filtered
Pv_RB_11218_s_13,114097,reads.in.rev,Rev,Both,Reads.in
Pv_RB_11218_s_13,114097,filtered.rev,Rev,Both,Filtered
Pv_RB_11221_s_23,81525,reads.in.rev,Rev,Both,Reads.in
Pv_RB_11221_s_23,81525,filtered.rev,Rev,Both,Filtered
Pv_RB_1418_s_15,59132,reads.in.rev,Rev,Both,Reads.in
Pv_RB_1418_s_15,59132,filtered.rev,Rev,Both,Filtered
Pv_RB_1420_s_16,47142,reads.in.rev,Rev,Both,Reads.in
Pv_RB_1420_s_16,47142,filtered.rev,Rev,Both,Filtered
Pv_RB_MPA_11417_s_20,32771,reads.in.rev,Rev,Both,Reads.in
Pv_RB_MPA_11417_s_20,32771,filtered.rev,Rev,Both,Filtered
Pv_RB_MPA_11419_s_21,75205,reads.in.rev,Rev,Both,Reads.in
Pv_RB_MPA_11419_s_21,75205,filtered.rev,Rev,Both,Filtered
Pv_RB_MPA_1865_s_24,34150,reads.in.rev,Rev,Both,Reads.in
Pv_RB_MPA_1865_s_24,34150,filtered.rev,Rev,Both,Filtered
Pv_RB_MPA_1866_s_14,34287,reads.in.rev,Rev,Both,Reads.in
Pv_RB_MPA_1866_s_14,34287,filtered.rev,Rev,Both,Filtered
Pv_SMK_ROV25-12_s_33,41671,reads.in.rev,Rev,Both,Reads.in
Pv_SMK_ROV25-12_s_33,41671,filtered.rev,Rev,Both,Filtered
Pv_SMK_ROV25-13_s_35,36111,reads.in.rev,Rev,Both,Reads.in
Pv_SMK_ROV25-13_s_35,36111,filtered.rev,Rev,Both,Filtered
Pv_SMK_ROV25-14_s_36,53598,reads.in.rev,Rev,Both,Reads.in
Pv_SMK_ROV25-14_s_36,53598,filtered.rev,Rev,Both,Filtered
Pv_SRT_046-26_s_11,31892,reads.in.rev,Rev,Both,Reads.in
Pv_SRT_046-26_s_11,31892,filtered.rev,Rev,Both,Filtered
Pv_SRT_046-49_s_12,72168,reads.in.rev,Rev,Both,Reads.in
Pv_SRT_046-49_s_12,72168,filtered.rev,Rev,Both,Filtered
Pv_SSNd_H044-01642_s_45,69174,reads.in.rev,Rev,Both,Reads.in
Pv_SSNd_H044-01642_s_45,69174,filtered.rev,Rev,Both,Filtered
Pv_SSNd_H044-01643_s_46,47330,reads.in.rev,Rev,Both,Reads.in
Pv_SSNd_H044-01643_s_46,47330,filtered.rev,Rev,Both,Filtered
Pv_SSNd_H044-01645_s_47,34779,reads.in.rev,Rev,Both,Reads.in
Pv_SSNd_H044-01645_s_47,34779,filtered.rev,Rev,Both,Filtered
Pv_Sw_11_s_05,32817,reads.in.rev,Rev,Both,Reads.in
Pv_Sw_11_s_05,32817,filtered.rev,Rev,Both,Filtered
Pv_Sw_9_s_04,35839,reads.in.rev,Rev,Both,Reads.in
Pv_Sw_9_s_04,35839,filtered.rev,Rev,Both,Filtered
Gb_BS_imp_15O4_s_31,48671,reads.in.fwd,Fwd,Both,Reads.in
Gb_BS_imp_15O4_s_31,48671,filtered.fwd,Fwd,Both,Filtered
Gb_BS_imp_18R6_s_38,86799,reads.in.fwd,Fwd,Both,Reads.in
Gb_BS_imp_18R6_s_38,86799,filtered.fwd,Fwd,Both,Filtered
Gb_BS_imp_23W4_s_37,56440,reads.in.fwd,Fwd,Both,Reads.in
Gb_BS_imp_23W4_s_37,56440,filtered.fwd,Fwd,Both,Filtered
Gb_BS_imp_9I4_s_39,51025,reads.in.fwd,Fwd,Both,Reads.in
Gb_BS_imp_9I4_s_39,51025,filtered.fwd,Fwd,Both,Filtered
Gb_BS_unimp_14N5_s_41,107540,reads.in.fwd,Fwd,Both,Reads.in
Gb_BS_unimp_14N5_s_41,107540,filtered.fwd,Fwd,Both,Filtered
Gb_BS_unimp_3C6_s_43,75892,reads.in.fwd,Fwd,Both,Reads.in
Gb_BS_unimp_3C6_s_43,75892,filtered.fwd,Fwd,Both,Filtered
Gb_BS_unimp_4D2_s_40,44697,reads.in.fwd,Fwd,Both,Reads.in
Gb_BS_unimp_4D2_s_40,44697,filtered.fwd,Fwd,Both,Filtered
Gb_BS_unimp_6F4_s_42,61753,reads.in.fwd,Fwd,Both,Reads.in
Gb_BS_unimp_6F4_s_42,61753,filtered.fwd,Fwd,Both,Filtered
Gb_Can_M_Trip8-75.1_d_69,118963,reads.in.fwd,Fwd,Both,Reads.in
Gb_Can_M_Trip8-75.1_d_69,118963,filtered.fwd,Fwd,Both,Filtered
Gb_Can_M_Trip8-75.2_d_70,96647,reads.in.fwd,Fwd,Both,Reads.in
Gb_Can_M_Trip8-75.2_d_70,96647,filtered.fwd,Fwd,Both,Filtered
Gb_Can_M_Trip8-75.3_d_71,84434,reads.in.fwd,Fwd,Both,Reads.in
Gb_Can_M_Trip8-75.3_d_71,84434,filtered.fwd,Fwd,Both,Filtered
Gb_Can_S_15O6_d_75,38863,reads.in.fwd,Fwd,Both,Reads.in
Gb_Can_S_15O6_d_75,38863,filtered.fwd,Fwd,Both,Filtered
Gb_Can_S_16P6_s_55,191122,reads.in.fwd,Fwd,Both,Reads.in
Gb_Can_S_16P6_s_55,191122,filtered.fwd,Fwd,Both,Filtered
Gb_Can_S_17Q3_d_77,90375,reads.in.fwd,Fwd,Both,Reads.in
Gb_Can_S_17Q3_d_77,90375,filtered.fwd,Fwd,Both,Filtered
Gb_Can_S_23W6_d_78,32068,reads.in.fwd,Fwd,Both,Reads.in
Gb_Can_S_23W6_d_78,32068,filtered.fwd,Fwd,Both,Filtered
Gb_Can_S_2B6_d_76,79468,reads.in.fwd,Fwd,Both,Reads.in
Gb_Can_S_2B6_d_76,79468,filtered.fwd,Fwd,Both,Filtered
Gb_Can_S_5E2_s_44,97971,reads.in.fwd,Fwd,Both,Reads.in
Gb_Can_S_5E2_s_44,97971,filtered.fwd,Fwd,Both,Filtered
Gb_Can_S_8H6_s_54,61188,reads.in.fwd,Fwd,Both,Reads.in
Gb_Can_S_8H6_s_54,61188,filtered.fwd,Fwd,Both,Filtered
Gb_FS_MPA_14N4_s_50,68839,reads.in.fwd,Fwd,Both,Reads.in
Gb_FS_MPA_14N4_s_50,68839,filtered.fwd,Fwd,Both,Filtered
Gb_FS_MPA_20T6_s_49,65301,reads.in.fwd,Fwd,Both,Reads.in
Gb_FS_MPA_20T6_s_49,65301,filtered.fwd,Fwd,Both,Filtered
Gb_FS_MPA_22V2_s_51,90625,reads.in.fwd,Fwd,Both,Reads.in
Gb_FS_MPA_22V2_s_51,90625,filtered.fwd,Fwd,Both,Filtered
Gb_NOR_17Q2_s_01,107877,reads.in.fwd,Fwd,Both,Reads.in
Gb_NOR_17Q2_s_01,107877,filtered.fwd,Fwd,Both,Filtered
Gb_NOR_18R2_s_02,63199,reads.in.fwd,Fwd,Both,Reads.in
Gb_NOR_18R2_s_02,63199,filtered.fwd,Fwd,Both,Filtered
Gb_NOR_1A7_s_03,57524,reads.in.fwd,Fwd,Both,Reads.in
Gb_NOR_1A7_s_03,57524,filtered.fwd,Fwd,Both,Filtered
Gb_NwK_12L5_s_27,45162,reads.in.fwd,Fwd,Both,Reads.in
Gb_NwK_12L5_s_27,45162,filtered.fwd,Fwd,Both,Filtered
Gb_NwK_21U5_s_28,73285,reads.in.fwd,Fwd,Both,Reads.in
Gb_NwK_21U5_s_28,73285,filtered.fwd,Fwd,Both,Filtered
Gb_OK_289_d_02,64354,reads.in.fwd,Fwd,Both,Reads.in
Gb_OK_289_d_02,64354,filtered.fwd,Fwd,Both,Filtered
Gb_RSB_MPA_13M4_d_74,41988,reads.in.fwd,Fwd,Both,Reads.in
Gb_RSB_MPA_13M4_d_74,41988,filtered.fwd,Fwd,Both,Filtered
Gb_RSB_MPA_13M5_d_72,55445,reads.in.fwd,Fwd,Both,Reads.in
Gb_RSB_MPA_13M5_d_72,55445,filtered.fwd,Fwd,Both,Filtered
Gb_RSB_MPA_18R4_d_73,78525,reads.in.fwd,Fwd,Both,Reads.in
Gb_RSB_MPA_18R4_d_73,78525,filtered.fwd,Fwd,Both,Filtered
Gb_SRT_1A5_s_23,91628,reads.in.fwd,Fwd,Both,Reads.in
Gb_SRT_1A5_s_23,91628,filtered.fwd,Fwd,Both,Filtered
Gb_SRT_8H5_s_22,85935,reads.in.fwd,Fwd,Both,Reads.in
Gb_SRT_8H5_s_22,85935,filtered.fwd,Fwd,Both,Filtered
Gb_Sva_20T5_s_25,84874,reads.in.fwd,Fwd,Both,Reads.in
Gb_Sva_20T5_s_25,84874,filtered.fwd,Fwd,Both,Filtered
Gb_Sva_7G6_s_26,54846,reads.in.fwd,Fwd,Both,Reads.in
Gb_Sva_7G6_s_26,54846,filtered.fwd,Fwd,Both,Filtered
Gb_Sw_15O5_s_21,113392,reads.in.fwd,Fwd,Both,Reads.in
Gb_Sw_15O5_s_21,113392,filtered.fwd,Fwd,Both,Filtered
Gb_Sw_22V6_s_06,82933,reads.in.fwd,Fwd,Both,Reads.in
Gb_Sw_22V6_s_06,82933,filtered.fwd,Fwd,Both,Filtered
Gh_Can_M_Trip8-75.5_d_66,86273,reads.in.fwd,Fwd,Both,Reads.in
Gh_Can_M_Trip8-75.5_d_66,86273,filtered.fwd,Fwd,Both,Filtered
Gh_Can_M_Trip8-75.7_d_67,93289,reads.in.fwd,Fwd,Both,Reads.in
Gh_Can_M_Trip8-75.7_d_67,93289,filtered.fwd,Fwd,Both,Filtered
Gh_Can_M_Trip8-75.8_d_68,76242,reads.in.fwd,Fwd,Both,Reads.in
Gh_Can_M_Trip8-75.8_d_68,76242,filtered.fwd,Fwd,Both,Filtered
Gh_Ice_A11-641-B_s_25,155556,reads.in.fwd,Fwd,Both,Reads.in
Gh_Ice_A11-641-B_s_25,155556,filtered.fwd,Fwd,Both,Filtered
Gh_Ice_ME85-3-1123-2-C_d_59,101151,reads.in.fwd,Fwd,Both,Reads.in
Gh_Ice_ME85-3-1123-2-C_d_59,101151,filtered.fwd,Fwd,Both,Filtered
Gh_Ice_ME85-3-1123-B_d_60,138247,reads.in.fwd,Fwd,Both,Reads.in
Gh_Ice_ME85-3-1123-B_d_60,138247,filtered.fwd,Fwd,Both,Filtered
Gh_Ice_ME85-3-1132-A_s_32,156316,reads.in.fwd,Fwd,Both,Reads.in
Gh_Ice_ME85-3-1132-A_s_32,156316,filtered.fwd,Fwd,Both,Filtered
Gh_JMR-SM_AGT03-26_d_93,104307,reads.in.fwd,Fwd,Both,Reads.in
Gh_JMR-SM_AGT03-26_d_93,104307,filtered.fwd,Fwd,Both,Filtered
Gh_JMR_DR01-A_d_87,70304,reads.in.fwd,Fwd,Both,Reads.in
Gh_JMR_DR01-A_d_87,70304,filtered.fwd,Fwd,Both,Filtered
Gh_JMR_DR01-B_d_88,92062,reads.in.fwd,Fwd,Both,Reads.in
Gh_JMR_DR01-B_d_88,92062,filtered.fwd,Fwd,Both,Filtered
Gh_JMR_DR01-C_d_89,70852,reads.in.fwd,Fwd,Both,Reads.in
Gh_JMR_DR01-C_d_89,70852,filtered.fwd,Fwd,Both,Filtered
Gh_JMR_DR05-1-A_s_85,76062,reads.in.fwd,Fwd,Both,Reads.in
Gh_JMR_DR05-1-A_s_85,76062,filtered.fwd,Fwd,Both,Filtered
Gh_JMR_DR05-1-B_s_86,87199,reads.in.fwd,Fwd,Both,Reads.in
Gh_JMR_DR05-1-B_s_86,87199,filtered.fwd,Fwd,Both,Filtered
Gh_KS_193.1_d_79,52209,reads.in.fwd,Fwd,Both,Reads.in
Gh_KS_193.1_d_79,52209,filtered.fwd,Fwd,Both,Filtered
Gh_KS_193.2_d_81,134065,reads.in.fwd,Fwd,Both,Reads.in
Gh_KS_193.2_d_81,134065,filtered.fwd,Fwd,Both,Filtered
Gh_KS_197.1_s_57,105607,reads.in.fwd,Fwd,Both,Reads.in
Gh_KS_197.1_s_57,105607,filtered.fwd,Fwd,Both,Filtered
Gh_KS_200.5_s_58,77800,reads.in.fwd,Fwd,Both,Reads.in
Gh_KS_200.5_s_58,77800,filtered.fwd,Fwd,Both,Filtered
Gh_OK_293_d_01,139470,reads.in.fwd,Fwd,Both,Reads.in
Gh_OK_293_d_01,139470,filtered.fwd,Fwd,Both,Filtered
Gh_SM_AGT07-22.10_s_28,101859,reads.in.fwd,Fwd,Both,Reads.in
Gh_SM_AGT07-22.10_s_28,101859,filtered.fwd,Fwd,Both,Filtered
Gh_SM_AGT07-22.2_s_56,106368,reads.in.fwd,Fwd,Both,Reads.in
Gh_SM_AGT07-22.2_s_56,106368,filtered.fwd,Fwd,Both,Filtered
Gh_SM_AGT07-22.3_s_27,69675,reads.in.fwd,Fwd,Both,Reads.in
Gh_SM_AGT07-22.3_s_27,69675,filtered.fwd,Fwd,Both,Filtered
Gh_SM_ROV12-11.2_d_29,49939,reads.in.fwd,Fwd,Both,Reads.in
Gh_SM_ROV12-11.2_d_29,49939,filtered.fwd,Fwd,Both,Filtered
Gh_SM_ROV19-11_d_30,93239,reads.in.fwd,Fwd,Both,Reads.in
Gh_SM_ROV19-11_d_30,93239,filtered.fwd,Fwd,Both,Filtered
Gh_Sva_100_d_82,98255,reads.in.fwd,Fwd,Both,Reads.in
Gh_Sva_100_d_82,98255,filtered.fwd,Fwd,Both,Filtered
Gh_Sva_101_d_84,139887,reads.in.fwd,Fwd,Both,Reads.in
Gh_Sva_101_d_84,139887,filtered.fwd,Fwd,Both,Filtered
Gh_Sva_62_s_31,39281,reads.in.fwd,Fwd,Both,Reads.in
Gh_Sva_62_s_31,39281,filtered.fwd,Fwd,Both,Filtered
Gh_Vst_011TVG-004B_d_92,65366,reads.in.fwd,Fwd,Both,Reads.in
Gh_Vst_011TVG-004B_d_92,65366,filtered.fwd,Fwd,Both,Filtered
Gh_Vst_019TVG-003B_d_90,140741,reads.in.fwd,Fwd,Both,Reads.in
Gh_Vst_019TVG-003B_d_90,140741,filtered.fwd,Fwd,Both,Filtered
Gh_Vst_019TVG-010B_d_91,65868,reads.in.fwd,Fwd,Both,Reads.in
Gh_Vst_019TVG-010B_d_91,65868,filtered.fwd,Fwd,Both,Filtered
Gh_Vst_045TVG-005B_i_61,134567,reads.in.fwd,Fwd,Both,Reads.in
Gh_Vst_045TVG-005B_i_61,134567,filtered.fwd,Fwd,Both,Filtered
Gh_Vst_045TVG-011B_i_62,168221,reads.in.fwd,Fwd,Both,Reads.in
Gh_Vst_045TVG-011B_i_62,168221,filtered.fwd,Fwd,Both,Filtered
Gh_Vst_045TVG-012B_i_64,118441,reads.in.fwd,Fwd,Both,Reads.in
Gh_Vst_045TVG-012B_i_64,118441,filtered.fwd,Fwd,Both,Filtered
Gh_Vst_080TVG-009B_s_17,122604,reads.in.fwd,Fwd,Both,Reads.in
Gh_Vst_080TVG-009B_s_17,122604,filtered.fwd,Fwd,Both,Filtered
Gh_Vst_080TVG-010B_s_18,213385,reads.in.fwd,Fwd,Both,Reads.in
Gh_Vst_080TVG-010B_s_18,213385,filtered.fwd,Fwd,Both,Filtered
Gh_Vst_080TVG-013B_s_19,176593,reads.in.fwd,Fwd,Both,Reads.in
Gh_Vst_080TVG-013B_s_19,176593,filtered.fwd,Fwd,Both,Filtered
Pv_FS_MPA_01601_s_52,59972,reads.in.fwd,Fwd,Both,Reads.in
Pv_FS_MPA_01601_s_52,59972,filtered.fwd,Fwd,Both,Filtered
Pv_FS_MPA_01602_s_26,131000,reads.in.fwd,Fwd,Both,Reads.in
Pv_FS_MPA_01602_s_26,131000,filtered.fwd,Fwd,Both,Filtered
Pv_FS_MPA_01603_s_53,42951,reads.in.fwd,Fwd,Both,Reads.in
Pv_FS_MPA_01603_s_53,42951,filtered.fwd,Fwd,Both,Filtered
Pv_NoS_11452_s_08,65552,reads.in.fwd,Fwd,Both,Reads.in
Pv_NoS_11452_s_08,65552,filtered.fwd,Fwd,Both,Filtered
Pv_NoS_11456_s_22,66336,reads.in.fwd,Fwd,Both,Reads.in
Pv_NoS_11456_s_22,66336,filtered.fwd,Fwd,Both,Filtered
Pv_NoS_Notag_s_09,96437,reads.in.fwd,Fwd,Both,Reads.in
Pv_NoS_Notag_s_09,96437,filtered.fwd,Fwd,Both,Filtered
Pv_NwK_ST5-38_s_29,76143,reads.in.fwd,Fwd,Both,Reads.in
Pv_NwK_ST5-38_s_29,76143,filtered.fwd,Fwd,Both,Filtered
Pv_NwK_ST5-39_s_30,87605,reads.in.fwd,Fwd,Both,Reads.in
Pv_NwK_ST5-39_s_30,87605,filtered.fwd,Fwd,Both,Filtered
Pv_RB_11218_s_13,147862,reads.in.fwd,Fwd,Both,Reads.in
Pv_RB_11218_s_13,147862,filtered.fwd,Fwd,Both,Filtered
Pv_RB_11221_s_23,134482,reads.in.fwd,Fwd,Both,Reads.in
Pv_RB_11221_s_23,134482,filtered.fwd,Fwd,Both,Filtered
Pv_RB_1418_s_15,60805,reads.in.fwd,Fwd,Both,Reads.in
Pv_RB_1418_s_15,60805,filtered.fwd,Fwd,Both,Filtered
Pv_RB_1420_s_16,78673,reads.in.fwd,Fwd,Both,Reads.in
Pv_RB_1420_s_16,78673,filtered.fwd,Fwd,Both,Filtered
Pv_RB_MPA_11417_s_20,45731,reads.in.fwd,Fwd,Both,Reads.in
Pv_RB_MPA_11417_s_20,45731,filtered.fwd,Fwd,Both,Filtered
Pv_RB_MPA_11419_s_21,112097,reads.in.fwd,Fwd,Both,Reads.in
Pv_RB_MPA_11419_s_21,112097,filtered.fwd,Fwd,Both,Filtered
Pv_RB_MPA_1865_s_24,56344,reads.in.fwd,Fwd,Both,Reads.in
Pv_RB_MPA_1865_s_24,56344,filtered.fwd,Fwd,Both,Filtered
Pv_RB_MPA_1866_s_14,56380,reads.in.fwd,Fwd,Both,Reads.in
Pv_RB_MPA_1866_s_14,56380,filtered.fwd,Fwd,Both,Filtered
Pv_SMK_ROV25-12_s_33,82615,reads.in.fwd,Fwd,Both,Reads.in
Pv_SMK_ROV25-12_s_33,82615,filtered.fwd,Fwd,Both,Filtered
Pv_SMK_ROV25-13_s_35,52170,reads.in.fwd,Fwd,Both,Reads.in
Pv_SMK_ROV25-13_s_35,52170,filtered.fwd,Fwd,Both,Filtered
Pv_SMK_ROV25-14_s_36,91029,reads.in.fwd,Fwd,Both,Reads.in
Pv_SMK_ROV25-14_s_36,91029,filtered.fwd,Fwd,Both,Filtered
Pv_SRT_046-26_s_11,42549,reads.in.fwd,Fwd,Both,Reads.in
Pv_SRT_046-26_s_11,42549,filtered.fwd,Fwd,Both,Filtered
Pv_SRT_046-49_s_12,112257,reads.in.fwd,Fwd,Both,Reads.in
Pv_SRT_046-49_s_12,112257,filtered.fwd,Fwd,Both,Filtered
Pv_SSNd_H044-01642_s_45,102529,reads.in.fwd,Fwd,Both,Reads.in
Pv_SSNd_H044-01642_s_45,102529,filtered.fwd,Fwd,Both,Filtered
Pv_SSNd_H044-01643_s_46,67202,reads.in.fwd,Fwd,Both,Reads.in
Pv_SSNd_H044-01643_s_46,67202,filtered.fwd,Fwd,Both,Filtered
Pv_SSNd_H044-01645_s_47,53665,reads.in.fwd,Fwd,Both,Reads.in
Pv_SSNd_H044-01645_s_47,53665,filtered.fwd,Fwd,Both,Filtered
Pv_Sw_11_s_05,59718,reads.in.fwd,Fwd,Both,Reads.in
Pv_Sw_11_s_05,59718,filtered.fwd,Fwd,Both,Filtered
Pv_Sw_9_s_04,37635,reads.in.fwd,Fwd,Both,Reads.in
Pv_Sw_9_s_04,37635,filtered.fwd,Fwd,Both,Filtered
Gb_BS_imp_15O4_s_31,43955,dadaF1s,Fwd,.1,Denoised
Gb_BS_imp_18R6_s_38,82223,dadaF1s,Fwd,.1,Denoised
Gb_BS_imp_23W4_s_37,52482,dadaF1s,Fwd,.1,Denoised
Gb_BS_imp_9I4_s_39,47013,dadaF1s,Fwd,.1,Denoised
Gb_BS_unimp_14N5_s_41,101488,dadaF1s,Fwd,.1,Denoised
Gb_BS_unimp_3C6_s_43,68044,dadaF1s,Fwd,.1,Denoised
Gb_BS_unimp_4D2_s_40,41107,dadaF1s,Fwd,.1,Denoised
Gb_BS_unimp_6F4_s_42,57658,dadaF1s,Fwd,.1,Denoised
Gb_Can_M_Trip8-75.1_d_69,116542,dadaF1s,Fwd,.1,Denoised
Gb_Can_M_Trip8-75.2_d_70,93917,dadaF1s,Fwd,.1,Denoised
Gb_Can_M_Trip8-75.3_d_71,80843,dadaF1s,Fwd,.1,Denoised
Gb_Can_S_15O6_d_75,36707,dadaF1s,Fwd,.1,Denoised
Gb_Can_S_16P6_s_55,184311,dadaF1s,Fwd,.1,Denoised
Gb_Can_S_17Q3_d_77,88191,dadaF1s,Fwd,.1,Denoised
Gb_Can_S_23W6_d_78,30354,dadaF1s,Fwd,.1,Denoised
Gb_Can_S_2B6_d_76,76002,dadaF1s,Fwd,.1,Denoised
Gb_Can_S_5E2_s_44,92226,dadaF1s,Fwd,.1,Denoised
Gb_Can_S_8H6_s_54,58238,dadaF1s,Fwd,.1,Denoised
Gb_FS_MPA_14N4_s_50,64097,dadaF1s,Fwd,.1,Denoised
Gb_FS_MPA_20T6_s_49,61069,dadaF1s,Fwd,.1,Denoised
Gb_FS_MPA_22V2_s_51,84238,dadaF1s,Fwd,.1,Denoised
Gb_NOR_17Q2_s_01,102745,dadaF1s,Fwd,.1,Denoised
Gb_NOR_18R2_s_02,57982,dadaF1s,Fwd,.1,Denoised
Gb_NOR_1A7_s_03,51286,dadaF1s,Fwd,.1,Denoised
Gb_NwK_12L5_s_27,41705,dadaF1s,Fwd,.1,Denoised
Gb_NwK_21U5_s_28,66973,dadaF1s,Fwd,.1,Denoised
Gb_OK_289_d_02,59855,dadaF1s,Fwd,.1,Denoised
Gb_RSB_MPA_13M4_d_74,38723,dadaF1s,Fwd,.1,Denoised
Gb_RSB_MPA_13M5_d_72,52348,dadaF1s,Fwd,.1,Denoised
Gb_RSB_MPA_18R4_d_73,72892,dadaF1s,Fwd,.1,Denoised
Gb_SRT_1A5_s_23,87558,dadaF1s,Fwd,.1,Denoised
Gb_SRT_8H5_s_22,80551,dadaF1s,Fwd,.1,Denoised
Gb_Sva_20T5_s_25,78810,dadaF1s,Fwd,.1,Denoised
Gb_Sva_7G6_s_26,49919,dadaF1s,Fwd,.1,Denoised
Gb_Sw_15O5_s_21,110711,dadaF1s,Fwd,.1,Denoised
Gb_Sw_22V6_s_06,77840,dadaF1s,Fwd,.1,Denoised
Gh_Can_M_Trip8-75.5_d_66,84386,dadaF1s,Fwd,.1,Denoised
Gh_Can_M_Trip8-75.7_d_67,91549,dadaF1s,Fwd,.1,Denoised
Gh_Can_M_Trip8-75.8_d_68,73622,dadaF1s,Fwd,.1,Denoised
Gh_Ice_A11-641-B_s_25,152732,dadaF1s,Fwd,.1,Denoised
Gh_Ice_ME85-3-1123-2-C_d_59,97079,dadaF1s,Fwd,.1,Denoised
Gh_Ice_ME85-3-1123-B_d_60,134564,dadaF1s,Fwd,.1,Denoised
